title,ingredients,directions
Moroccan Stuffed Eggplant,"[""1 large eggplant"", ""1 red onion, finely chopped"", ""3 garlic cloves, minced"", ""1 teaspoon tandoori masala"", ""1 teaspoon paprika"", ""1 teaspoon cumin seed"", ""1/4 teaspoon ground cloves"", ""3 tablespoons olive oil"", ""1/2 cup tomatoes, chopped"", ""2 tablespoons olive oil"", ""1/2 cup jasmine rice"", ""2 1/2 cups water, separated"", ""7 baby portabella mushrooms, chopped"", ""1/3 cup lentils"", ""1/2 cup raisins"", ""3 tablespoons lemon juice"", ""1 tablespoon parsley"", ""1/2 tablespoon garam masala"", ""1/2 teaspoon hot sauce"", ""salt & freshly ground black pepper, to taste"", ""1/2 cup feta cheese""]","[""Leaving the stem on, slice the eggplant in half lengthwise and place it, cut side down, on an oiled baking sheet. Cover it with aluminum foil and bake at 375 degrees for about 50 minutes, or until tender."", ""Saute the onion, garlic and spices in 3 T olive oil until the onion is translucent. Stir often to prevent burning."", ""Add the chopped tomatoes and simmer, covered, for 3 to 4 minutes."", ""Meanwhile, in a separate pot, heat the 2 T of olive oil. Toss the rice and lentils in the hot oil for a couple of minutes until the color of the rice changes to golden-brown. Immediately add 2 cups of water (stand back! It will splatter), bring it to a boil and simmer, covered, for about 10 minutes until the water is absorbed. Remove from heat."", ""Add the rice, chickpeas and raisins."", ""Stir in the sauteed onion-tomato mixture, the lemon juice and the parsley. Add garam masala, hot sauce and salt and pepper to taste."", ""Turn the baked eggplant halves over in the baking pan. With a fork or spoon, mash the pulp a little, taking care not to break the skin. Push aside some of the pulp to make a hollow in the middle if desired. Mound half of the filling on each half."", ""Bake, covered, at 375 degrees for 20 minutes."", ""Sprinkle with feta cheese and serve.""]"
"Moroccan Chicken With Prunes, Honey And Almonds","[""2 tablespoons oil"", ""1 onion, diced"", ""1/2 teaspoon table salt, to taste"", ""1/2 teaspoon ground black pepper, to taste"", ""1/2 teaspoon cinnamon"", ""1/4 teaspoon turmeric"", ""1/4 - 1/2 cup water"", ""12 skinless chicken thighs (bone-in)"", ""24 prunes, quartered"", ""1/2 cup toasted slivered almonds"", ""1/4 cup honey"", ""2 teaspoons toasted sesame seeds, to garnish (optional)""]","[""In a large skillet, heat oil over medium-high heat. Brown chicken in oil, then remove to a plate."", ""Add onion, salt, pepper, cinnamon and turmeric to skillet. Saute until onion is soft and translucent, and spices are fragrant."", ""Add enough water to cover bottom of pan 1/8\"" deep. Arrange chicken pieces in pan. Cover and cook 20-30 min, until chicken is done. Remove chicken to plate."", ""Add prunes, almonds and honey to sauce. Stir to combine and cook until prunes are heated through. Pour sauce over chicken. Sprinkle with sesame seeds before serving.""]"
Moroccan Sweet Couscous,"[""1/2 lb couscous"", ""1 1/4 cups hot water"", ""2 tablespoons butter or 2 tablespoons margarine, melted"", ""12 dates, stoned and chopped"", ""12 almonds, whole"", ""1 1/2 cups mixed nuts, finely chopped"", ""2 tablespoons raisins, currants or 2 tablespoons sultanas"", ""1/2 cup sugar (to taste)"", ""1 orange, juice of"", ""1 tablespoon powdered sugar"", ""1 teaspoon ground cinnamon""]","[""Place couscous in a bowl and pour in the hot water, stirring as you do (or prepare according package instructions) and set aside for 10 minutes."", ""Meanwhile, combine nuts (except whole almonds), dried fruit, sugar and orange juice."", ""Set couscous in a sieve above a saucepan of boiling water and steam it for 10 minutes."", ""Rub in melted butter or margarine and then continue to steam for another 5 to 10 minutes."", ""When ready to serve, mix nut and dried fruit mixture into the couscous and turn it out onto a serving dish."", ""Decorate with whole almonds and sprinkle with powdered sugar and cinnamon to serve.""]"
Zahluk (Tunesian And Moroccan Eggplant Puree (Spread)),"[""1 kg eggplant (3)"", ""1 teaspoon cumin"", ""1 garlic clove, crushed"", ""3 tablespoons olive oil"", ""1/2 lemon, juice of"", ""salt"", ""black pepper, freshly ground"", ""2 -3 tablespoons chopped fresh coriander (cilantro)""]","[""Preheat oven to 180\u00b0C Discard stalk part of eggplants, put them on a tin and cook them for an hour in the middle of the oven. Let cool."", ""Halve eggplants and use a spoon to remove the flesh. Discard the skin. Put flesh into a bowl and use a fork to mix in cumin, minced garlic clove and olive oil. Season with lemon juice, salt and pepper."", ""Put into a serving bowl and sprinkle with the chopped fresh coriander."", ""Serve with flat bread.""]"
Moroccan Stuffed Dates,"[""1 lb dates"", ""1 cup almonds"", ""1/4 cup sugar"", ""1 1/2 tablespoons orange flower water"", ""1 tablespoon butter, melted"", ""1/4 teaspoon cinnamon""]","[""Blanch and peel the almonds. Bring some water to a boil in a small pot. Add the almonds and leave to boil for one or two minutes. Remove the almonds from the heat and drain. While the almonds are still warm, remove the skin by pinching individual almonds between your forefinger and thumb. Leave the skinned almonds to cool."", ""Make the almond paste. Process the almonds, sugar and cinnamon in a food processor until the almonds are a powdery mixture which is moist enough to pack. Add the butter and orange flower water and continue processing until a smooth paste forms around the blade. Remove the paste from the processor."", ""Stuff the dates. Roll small cylinders of almond paste the same length as your dates, but only about 1/3 the diameter. Take a date, make a vertical cut deep enough to remove the pit, but not so deep as to cut the date in half. Discard the pit, insert a cylinder of almond paste, and press the sides of the date firmly around the paste, while leaving a portion of paste exposed. Repeat with the remaining dates and almond paste."", ""Garnish the dates. This is an optional step; you might try one of the following methods or be creative and come up with your own:"", ""Top the exposed paste with a piece of walnut, shredded coconut, or light dusting of cinnamon."", ""Roll the stuffed date in granulated sugar."", ""Score the exposed almond paste with the dull side of a paring knife, then roll the date in sugar."", ""Store the stuffed dates in an airtight container in the fridge. Bring them to room temperature before serving.""]"
"Moroccan Lamb With Apricots, Almonds And Mint","[""2 tablespoons olive oil"", ""550 g lean lamb, cubed"", ""1 onion, chopped"", ""2 garlic cloves, crushed"", ""700 ml lamb or 700 ml chicken stock"", ""grated zest and juice 1 orange"", ""1 cinnamon stick"", ""1 teaspoon clear honey"", ""175 g ready-to-eat dried apricots"", ""3 tablespoons chopped of fresh mint"", ""25 g ground almonds"", ""25 g toasted sliced almonds"", ""steamed broccoli and couscous, to serve""]","[""Heat the oil in a large flameproof casserole."", ""Add the lamb and cook over a medium-high heat for 3-4 minutes until evenly browned, stirring often. Remove the lamb to a plate, using a slotted spoon."", ""Stir the onion and garlic into the casserole and cook gently for 5 minutes until softened."", ""Return the lamb to the pot."", ""Add the stock, zest and juice, cinnamon, honey and salt and pepper. Bring to the boil then reduce the heat, cover and cook gently for 1 hour."", ""Add the apricots and two-thirds of the mint and cook for 30 minutes until the lamb is tender."", ""Stir in the ground almonds to thicken the sauce."", ""Serve with the remaining mint and toasted almonds scattered over the top.""]"
Moroccan Orange And Radish Salad,"[""6 large seedless oranges (1.8kg)"", ""4 large red radishes (200g)"", ""1/2 small red onion, sliced finely (50g)"", ""1 cup nicoise olive, seeded (180g)"", ""LEMON DRESSING"", ""1 garlic clove, crushed"", ""1/2 teaspoon sweet paprika"", ""1/2 teaspoon ground cumin"", ""2 tablespoons lemon juice"", ""2 tablespoons olive oil"", ""1/4 teaspoon sugar"", ""2 tablespoons finely chopped fresh parsley"", ""1 teaspoon orange flower water"", ""1/2 teaspoon ground cinnamon""]","[""Peel oranges, removing white pith; slice thinly."", ""Slice radishes thinly."", ""Overlap alternate slices of orange and radish around edge of serving plate; overlap remaining slices in center."", ""Top with onion and olives; drizzle with dressing."", ""Lemon dressing:"", ""Combine all ingredients in screw-top jar; shake well.""]"
Moroccan Chicken Soup,"[""1 tablespoon vegetable oil"", ""1 onion, choppped fine"", ""1 teaspoon garam masala"", ""5 cups low sodium chicken broth"", ""14 1/2 ounces diced tomatoes"", ""2 (16 ounce) cans chickpeas, drained and rinsed"", ""2 zucchini, cut in 1/2-inch pieces"", ""1/2 cup couscous"", ""3 cups cooked chicken (1 rotisserie chicken)"", ""chopped cilantro"", ""lemon wedge""]","[""Remove the skin from the chicken. Shred meat into bite-sized pieces."", ""Heat oil in dutch oven over medium until it shimmers. Cook onion until lightly browned, about 5 minutes. Stir in garam masala and cook until fragrance, about 30 seconds."", ""Add broth and tomatoes; bring to simmer. Stir in chickpeas, zucchini and couscous. Cook, covered, until couscous is tender, about 8 minutes."", ""Stir in chicken. Season with salt and pepper. Serve with chopped cilantro and lemon wedges.""]"
Moroccan Chicken Thighs With Almonds And Raisins,"[""2 tablespoons vegetable oil"", ""4 garlic cloves, chopped"", ""2 tablespoons fresh ginger, minced"", ""2 teaspoons ground turmeric or 2 teaspoons mild curry powder"", ""1 cinnamon sticks or 1/2 teaspoon ground cinnamon"", ""1 (28 ounce) can whole canned tomatoes"", ""12 boneless skinless chicken thighs"", ""1 large sweet potato, peeled cut into 1-inch pieces"", ""1/4 cup golden raisins or 1/4 cup currants"", ""4 cups water"", ""1 1/4 teaspoons kosher salt"", ""1/4 teaspoon black pepper"", ""1 tablespoon lemon juice"", ""toasted sliced almonds (garnish)"", ""fresh cilantro, chopped (garnish)""]","[""Heat the oil in a large pot or Dutch oven over medium heat. Add the garlic, ginger, turmeric, and cinnamon. Cook, stirring frequently, until fragrant (2-3 minutes)."", ""Add the tomatoes and cook, stirring occasionally until thickened (5-7 minutes). Use the spoon to break open the tomatoes and crush them."", ""Add the chicken, sweet potato, golden raisins, water, salt, pepper and bring to a boil. Reduce heat and simmer, stirring occasionally, until the chicken is cooked through and the sweet potato is tender (25-35 minutes)."", ""Coarsely shred the chicken then stir in the lemon juice."", ""Serve warm sprinkled with the almonds and cilantro.""]"
Moroccan Tofu Couscous,"[""1 tablespoon olive oil"", ""1/2 tablespoon margarine"", ""1 lb firm tofu"", ""1 (16 ounce) package frozen mixed vegetables, carrots,cauliflower,&amp,asparagus"", ""1 (15 ounce) can garbanzo beans"", ""1 teaspoon vegetable bouillon granules"", ""1 cup water"", ""1 teaspoon mild curry powder"", ""1/2 teaspoon cumin"", ""1 cup dry couscous""]","[""Heat oil in skillet over medium heat."", ""Add tofu; cook until tofu is firm, stirring constantly."", ""Add vegetables, beans, bouillon, water, curry, and cumin."", ""Bring to a boil."", ""Reduce heat and simmer 8 minutes or until vegetables are done."", ""Meanwhile, in a medium saucepan combine broth and margarine, bring to a boil."", ""Stir in couscous."", ""Cover; remove from heat."", ""Let stand 5 minutes."", ""Fluff with a fork before serving; spoon onto platter."", ""Top with tofu mixture; sprinkle with parsley.""]"
Moroccan Peaches,"[""8 large peaches, ripe"", ""3 tablespoons superfine sugar"", ""8 teaspoons rose water"", ""fresh mint leaves, to decorate""]","[""Peel the peaches (dip them in boiling water for a few seconds if the skin is reluctant to come away easily); cut each one in half round the circumference, then twist the halves apart and remove the stones."", ""Slice the peaches into a serving bowl, sprinkle with sugar and rosewater then cover the bowl with cling film and refrigerate for 2 hours to let the flavours develop."", ""Serve decorated with mint leaves.""]"
Moroccan Roast Red Pepper & Tomato Tagine Sauce,"[""3 teaspoons cumin seeds"", ""2 teaspoons coriander seeds"", ""5 cm. cinnamon sticks (or 1 tsp. ground cinnamon)"", ""2 tablespoons light olive oil"", ""1 onion, chopped"", ""2 -3 garlic cloves, chopped"", ""1 teaspoon ground sumac (or fine zest of 1 lemon)"", ""1 (14 1/2 ounce) can tomatoes"", ""2 -3 roasted red peppers, chopped"", ""2 teaspoons brown sugar"", ""2 teaspoons red wine vinegar"", ""1/4 teaspoon chili flakes"", ""salt & freshly ground black pepper""]","[""Heat a large heavy-bottomed non-reactive pan on the stove and dry-fry the cumin and coriander seeds with the cinnamon stick. Once slightly browned and aromatic, take the spices off the heat and crush in a mortar and pestle or in a spice grinder."", ""Heat the oil in the same pan and add the onion and garlic. Fry for a few minutes until softened. Add the ground toasted spices and the sumac and cook for a further minute before adding the tomatoes. Half-fill the tomato can with water and add this with all the other ingredients, seasoning cautiously bearing in mind that the sauce will reduce. Simmer, lidded, over a very low heat for 20 minutes. Allow to cool slightly before whizzing up in the blender. Adjust seasoning. Serve hot or cold. Keeps for a week in the refrigerator.""]"
Moroccan Fennel Chutney,"[""1 red onion, diced"", ""1 cup almond halve"", ""1 cup shaved fennel"", ""3 dashes curry powder"", ""1 cup white wine"", ""2 tablespoons olive oil"", ""3 garlic cloves, chopped"", ""1/2 cup raisins or 1/2 cup cranberry raisins"", ""1 tablespoon capers (and juice)""]","[""Cut almonds in half and roast in a dry pan."", ""When the almonds are toasted toss in the onion, olive oil, and raisins and cook until softened."", ""Added curry, and garlic, sauteed a bit then added the fennel and capers."", ""Deglaze with white wine and reduce to half and serve."", ""Great over fish, or with mussels or as a side dish.""]"
