name,steps,description,ingredients
moroccan salad with charmoula chermoula dressing,"['saute vegetables in olive oil until tender', 'add tempeh , paprika , and cumin and heat through', 'add parsley and toss', 'season with lemon juice , salt , and pepper']",a moroccan salad that i got in a restaurant once. i estimated the quantities.,"['potato', 'bell pepper', 'eggplant', 'tempeh', 'red onion', 'garlic cloves', 'olive oil', 'lemon juice', 'paprika', 'cumin', 'parsley', 'salt', 'pepper']"
moroccan salmon,"['preheat oven to 400f', 'combine first 10 ingredients in a large bowl', 'add salmon , turning to coat', 'cover and let stand 15 minutes', 'remove salmon , reserving marinade', 'place salmon in a 13x9 inch baking dish coated with cooking spray', 'cut lemon in half lengthwise', 'cut 1 lemon half crosswise into 1 / 8 inch thick slices', 'reserve remaining lemon half for another use', 'add the lemon slices , red and green bell pepper slices , 2 tbsp of water and tomato slices to marinade', 'stir gently to coat', 'arrange lemon mixture in an even layer over salmon', 'cover with foil', 'bake at 400f oven for 20 minutes or until fish flakes easily when tested with a fork', 'place 1 fillet on each of 4 plates over rice', 'top each serving with about 1 / 2 cup lemon mixture and drizzle each serving with about 2 1 / 2 tbsp pan juices']","this recipe is from the october 2006 issue of cooking light magazine. the magazine describe it as, "" peppers, tangy lemon slices, and heady spices come together in this simple dish that yields tender fish and vegetables in a flavourful sauce. serve in bowls over couscous or basmati rice to soak up the tasty juices.""","['fresh parsley', 'olive oil', 'lemon juice', 'salt', 'ground ginger', 'garlic powder', 'ground red pepper', 'ground cumin', 'black pepper', 'garlic cloves', 'salmon fillets', 'cooking spray', 'lemon', 'red bell peppers', 'green bell peppers', 'water', 'plum tomato']"
moroccan salsa,"['char peppers over gas flame or in broiler until blackened on all sides , turning frequently with tongs', 'transfer peppers to medium bowl', 'cover with foil', 'let stand 10 minutes', 'peel , seed and coarsely chop peppers', 'return to same bowl', 'heat 1 tablespoon oil in heavy small skillet over medium heat', 'add cumin and cinnamon', 'stir until fragrant , about 1 minute', 'pour oil mixture over peppers', 'mix in olives , next 7 ingredients and 2 tablespoons oil', 'season salsa with salt and pepper']",this recipe is from epicurious. we love it served with grilled fish crumbed with a seasoned flour mix by tandaco (for the australians).,"['red bell peppers', 'olive oil', 'ground cumin', 'ground cinnamon', 'kalamata olives', 'red onion', 'fresh cilantro', 'golden raisin', 'fresh lemon juice', 'of fresh mint', 'orange zest', 'cayenne']"
moroccan sea scallops with tomato ginger vinaigrette,"['coat grill with nonstick spray', 'preheat to medium-high', 'whisk yogurt , sugar , spices , lemon juice , salt , and pepper together', 'add scallops and toss to coat', 'marinate 15 minutes', 'heat oil in a small skillet over medium heat', 'add shallots and fresh ginger , and saute for 3 minutes', 'pulse tomatoes , vinegar , honey , and lemon zest in a food processor', 'with machine running , drizzle in warm shallot mixture', 'transfer to a bowl and stir in parsley', 'and salt to taste', 'let stand at room temperature until ready to serve', 'remove scallops from yogurt mixture', 'grill scallops on one side until seared , 2 to 3 minutes', 'turn scallops over and grill 3 to 5 minutes , or until cooked through', 'to serve , spoon vinaigrette onto plates , then top with scallops']",i had this dish a long time ago and i think i have figured it out.,"['plain yogurt', 'sugar', 'curry powder', 'ground cinnamon', 'ground ginger', 'paprika', 'cayenne', 'lemon', 'salt and pepper', 'sea scallops', 'olive oil', 'shallot', 'fresh ginger', 'grape tomatoes', 'red wine vinegar', 'honey', 'fresh parsley']"
moroccan seafood and broccoli salad,"['steam broccoli 5 minutes , drain and refresh under cold running water', 'place in large bowl', 'add scallions through seafood', 'bring the chicken broth to a boil in a medium saucepan', 'add the couscous , parsley and thyme , and cook 30 seconds', 'remove pan from heat , cover tightly and let stand 5 minutes', 'make dressing: whisk the seasonings into the lemon juice', 'gradually mix oil into the lemon juice until emulsified', 'add the couscous , while still hot , to the vegetable mixture', 'add the dressing and toss to combine well', 'chill at least 1 hour', 'sprinkle with chopped pecans , pine nuts or other nuts of your choice before serving']","modified version of a jane brody recipe. you can substitute sliced surimi sticks for the shrimp or scallops but, if you do so, do not add until salad has been dressed and tossed or the surimi will shred. cooking (passive) time also includes chilling time.","['broccoli florets', 'scallions', 'red bell peppers', 'currants', 'small shrimp', 'chicken broth', 'couscous', 'flat leaf parsley', 'dried thyme', 'nuts', 'fresh lemon juice', 'mild curry powder', 'curry powder', 'fresh ground pepper', 'crushed red pepper flakes', 'extra virgin olive oil']"
moroccan seasoned chicken with pine nut couscous,"['in a large bowl , combine paprika , turmeric , coriander , cumin and cinnamon', 'add chicken and toss', 'in a large skillet , heat oil over medium high heat and cook chicken until browned , about 3 to 4 minutes', 'add onion , garlic and lemon slices', 'season with salt and pepper', 'cook , stirring frequently , until the onion is softened , about 6 minutes', 'add 1 cup chicken stock , olives , and lemon juice', 'scrape brown bits from bottom of pan , remove from heat , and season with salt and pepper', 'heat the remaining chicken stock and butter in a medium saucepan until boiling', 'stir in couscous , cover , and turn off the heat', 'let stand 5 minutes', 'fluff couscous with a fork and stir in pine nuts', 'serve the chicken and sauce over the couscous and sprinkle with parsley']",quick and easy chicken dinner made on the stove top.,"['sweet paprika', 'turmeric', 'ground coriander', 'ground cumin', 'ground cinnamon', 'chicken', 'olive oil', 'onion', 'garlic cloves', 'lemons', 'salt & freshly ground black pepper', 'chicken stock', 'green olives', 'butter', 'couscous', 'pine nuts', 'fresh parsley']"
moroccan seasoned wedges,"['preheat oven to 200c', 'place all ingredients in a bowl', 'toss to coat', 'line tray with baking paper', 'bake until golden and crisp']",another wedges recipe,"['potatoes', 'seasoning', 'oil']"
moroccan seasoning mix,['mix spices together and store in an airtight container'],this spice blend is used extensively in moroccan cooking.use the freshest spices you can find. recipe found on the net.,"['ground nutmeg', 'ground cumin', 'ground coriander', 'allspice', 'ground ginger', 'cayenne pepper', 'cinnamon']"
moroccan sesame chicken salad,"['cook chicken and cube', 'break linguine in half before cooking', 'steam broccoli and cut into small pieces', 'mix chicken , linguine , broccoli and green onions', 'separately , mix remaining ingredients and then combine with above mixture', 'sprinkle with toasted sesame seeds and refrigerate to blend flavors']",i got this from the wife of my husband's colleague about 20 years ago.  we've always liked it and now i need to put it somewhere where i can find it when i need to!  hope you enjoy it was much as we do.,"['chicken breasts', 'cooked linguine', 'broccoli florets', 'green onions', 'peanut butter', 'hot water', 'soy sauce', 'rice vinegar', 'oriental sesame oil', 'sugar', 'garlic cloves', 'crushed red pepper flakes', 'sesame seeds']"
moroccan sesame potatoes,"['preheat oven to 375f', 'peel potatoes and cut into large chunks', 'in small bowl , combine harissa , olive oil , salt , and sesame seeds', 'toss potatoes with with harissa mixture until evenly coated', 'spray baking sheet with non-stick cooking spray', 'arrange potatoes in single layer on baking sheet', 'bake 20-25 minutes , turn , and bake 15-20 minutes until potatoes tender and lightly browned', 'squeeze fresh lemon juice over potatoes and sprinkle with flaked sea salt']","harissa, a spicy sauce popular in northern africa, gives these potatoes a bit of a punch.  i found harissa with the ethnic items at whole foods, but you can also get it at african specialty markets or make your own with recipe #10251.","['baking potato', 'harissa', 'olive oil', 'coarse sea salt', 'sesame seeds', 'fresh lemon juice', 'flaked sea salt']"
moroccan shrimp briwats  like egg rolls,"['cover the vermicelli with hot water and soak for about 15 minutes', 'drain the noodles and then chop finely', 'set aside', 'heat the oil and add the onion and shrimp', 'cook until the shrimp turns pink , stirring occasionally', 'remove from heat , chop the shrimp and combine the shrimp / onion mixture with the herbs and spices', 'put the mixtures in the wrapper and roll up like an eggroll', 'or , if you prefer , fold the wrappers into triangle shapes', 'brush the edges with some beaten egg yolk to seal', 'fry in hot vegetable oil until golden', 'youcan freeze uncooked briwats until ready to use', 'just be sure to let them thaw slightly to avoid splattering in the hot oil', 'serve with a squeeze of lemon or harissa , if desired', 'this is a good""potluck"" dish and is great for a quick and tasty lunch']","in morocco, briwats can be stuffed with sweet or savory fillings. this is a savory filling that is somewhat modern in origin. this recipe is an adaptation of both my moroccan mother-in-law's version (though she adds garlic) and a recipe found in the book ""cooking at the kasbah"" by kitty norse. some people also add soy sauce to the mixture (a sure sign of the recipe's modernity; soy sauce, as you can imagine, is not ""native"" to morocco!) :) these are yummy snacks and surprisingly light, despite being fried. do try to find the lumpia wrappers--briwats should not be doughy, but instead light and crispy, and the lumpia wrappers do the job nicely.","['rice vermicelli', 'olive oil', 'onion', 'shrimp', 'sweet paprika', 'cilantro', 'cumin', 'lemon juice', 'italian parsley', 'salt', 'lumpia skins']"
moroccan shrimp over couscous,"['prepare couscous according to package directions', 'rinse shrimp and pat dry', 'season with salt and pepper to tast and set aside', 'heat olive oil in a large skillet over medium heat', 'add onion , salt and pepper', 'cover and cook until onion is soft , about 5-7 minutes', 'add cumin and cinnamon and stir to coat onions', 'next , add bell pepper and raisins and cook for about 4 minutes more', 'add tomatoes , and simmer mixture for another 3 minutes', 'finally , add the shrimp and cook until shrimp are pink and cooked through , about 3-4 more minutes', 'serve with couscous']","the sweetness of the golden raisins is a nice compliment to the smokey cumin in this dish.  this recipe was adapted from one i found in real simple magazine.  it might be nice to add a little ""heat"" to this dish too.  some cayenne pepper or a small chili might compliment the fragrance of the cinnamon and sweet raisins. i would have liked to garnish this with cilantro, but used scallions instead!","['couscous', 'olive oil', 'sweet onion', 'kosher salt', 'ground black pepper', 'red bell pepper', 'golden raisin', 'whole tomatoes', 'shrimp', 'cumin', 'cinnamon', 'cilantro']"
